score_2025,rank_2025,level,source_college,source_major_2025,match_status,match_count,official_college_code,official_college_name,official_major_code,official_major_name_2026,plan_num_2026,major_attr_2026,major_remark_2026,first_subject,reselect_subject,tuition,plan_id
615,"9,180",211,郑州大学,电子信息类(电子信息工程、通信工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
615,"9,180",211,长安大学,能源与动力工程,exact_school_major,1,0710,长安大学,38,能源与动力工程,3,,,物理,化学,6600,1_3_0710_5_38
614,"9,443",985,中国海洋大学,物流管理,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
614,"9,443",985,兰州大学,化学工程与工艺,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
614,"9,443",985,西北农林科技大学,信息与计算科学,exact_school_major,1,0712,西北农林科技大学,05,信息与计算科学,2,,,物理,化学,6600,1_3_0712_5_05
614,"9,443",211,东华大学,数学类(智能科学方向)[数学与应用数学、统计学(金融统计与风险管理)],exact_school_major,1,0255,东华大学,27,数学类(智能科学方向)[数学与应用数学、统计学(金融统计与风险管理)],5,,,物理,化学,7000,1_3_0255_5_27
614,"9,443",211,东华大学,物理学类(集成电路与新能源)[应用物理学(集成电路与新能源)、光电信息科学与工程],exact_school_major,1,0255,东华大学,25,物理学类(集成电路与新能源)[应用物理学(集成电路与新能源)、光电信息科学与工程],5,,,物理,化学,7000,1_3_0255_5_25
614,"9,443",211,中国地质大学(北京),测控技术与仪器,exact_school_major_multiple_plan_rows,2,1415,中国地质大学(北京),43,测控技术与仪器,2,,"(一年级在北京校区,二年级起在雄安校区)",物理,化学,5500,1_3_1415_5_43
614,"9,443",211,中国地质大学(北京),测控技术与仪器,exact_school_major_multiple_plan_rows,2,1415,中国地质大学(北京),AC,测控技术与仪器,1,(高校专项计划),"(一年级在北京校区,二年级起在雄安校区)(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",物理,化学,5500,1_3_1415_5_AC
614,"9,443",211,中国地质大学(北京),遥感科学与技术,exact_school_major,1,1415,中国地质大学(北京),51,遥感科学与技术,2,,"(一年级在北京校区,二年级起在雄安校区；不招单色识别不全)",物理,化学,5500,1_3_1415_5_51
614,"9,443",211,中国地质大学(武汉),数学类(数学与应用数学、信息与计算科学),exact_school_major,1,0491,中国地质大学(武汉),41,数学类(数学与应用数学、信息与计算科学),1,,,物理,化学,4500,1_3_0491_5_41
614,"9,443",211,中国石油大学(北京),油气储运工程,exact_school_major,1,1414,中国石油大学(北京),09,油气储运工程,4,,,物理,化学,5500,1_3_1414_5_09
614,"9,443",211,中国石油大学(华东),石油工程,exact_school_major_multiple_plan_rows,2,0425,中国石油大学(华东),08,石油工程,6,,[入学后可选拔进入石油工程类(未来)特色班],物理,化学,6600,1_3_0425_5_08
614,"9,443",211,中国石油大学(华东),石油工程,exact_school_major_multiple_plan_rows,2,0425,中国石油大学(华东),10,石油工程,2,,"(石油工程+工程管理双学士学位,毕业可同时授工学和管理学学位)",物理,化学,6600,1_3_0425_5_10
614,"9,443",211,中国石油大学(华东),机械类(智能装备工程)(车辆工程、工业设计、机械设计制造及其自动化、智能制造工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
614,"9,443",211,中国石油大学(华东),油气储运工程,exact_school_major,1,0425,中国石油大学(华东),21,油气储运工程,5,,(入学后可选拔进入能源储运类特色班或数力拔尖班),物理,化学,6600,1_3_0425_5_21
614,"9,443",211,中国石油大学(华东),智能感知工程,exact_school_major,1,0425,中国石油大学(华东),37,智能感知工程,3,,(入学后可选拔进入仪器控制类特色班),物理,化学,6600,1_3_0425_5_37
614,"9,443",211,北京化工大学,工科试验班(生物制造高精尖班)(生物工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
614,"9,443",211,北京化工大学,化学(化学、生工双学士学位),exact_school_major,1,0010,北京化工大学,14,化学(化学、生工双学士学位),3,,"(不招色盲色弱、单色识别异常考生,“化学-生物工程”双学士学位复合型人才培养项目)",物理,化学,5000,1_3_0010_5_14
614,"9,443",211,北京化工大学,生物工程(生工、大数据双学士学位),exact_school_major,1,0010,北京化工大学,15,生物工程(生工、大数据双学士学位),4,,"(不招色盲色弱、单色识别异常考生,“生物工程-大数据管理与应用”双学士学位复合型人才培养项目)",物理,化学,5000,1_3_0010_5_15
614,"9,443",211,北京化工大学,工科试验班(先进材料)(高分子材料与工程、材料科学与工程、功能材料、新能源材料与器件),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
614,"9,443",211,北京外国语大学,俄语,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
614,"9,443",211,北京林业大学,生物科学(拔尖班),exact_school_major,1,0022,北京林业大学,22,生物科学(拔尖班),1,,(北京校区),物理,化学,5500,1_3_0022_5_22
614,"9,443",211,华中农业大学,生物科学类[生物科学(国家生物学理科基地班)、生物技术(国家生命科学与技术基地班)],exact_school_major,1,0504,华中农业大学,01,生物科学类[生物科学(国家生物学理科基地班)、生物技术(国家生命科学与技术基地班)],2,,(不招色盲),物理,化学,5850,1_3_0504_5_01
614,"9,443",211,华中农业大学,计算机类(计算机科学与技术、数据科学与大数据技术、人工智能),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
614,"9,443",211,南昌大学,通信工程,exact_school_major,1,0403,南昌大学,6A,通信工程,2,,,物理,化学,5550,1_3_0403_5_6A
614,"9,443",211,南昌大学,自动化,exact_school_major,1,0403,南昌大学,6C,自动化,2,,,物理,化学,5550,1_3_0403_5_6C
614,"9,443",211,合肥工业大学,电子信息材料,exact_school_major,1,0359,合肥工业大学,0N,电子信息材料,3,,,物理,化学,5500,1_3_0359_5_0N
614,"9,443",211,合肥工业大学,信息与计算科学,exact_school_major,1,0359,合肥工业大学,21,信息与计算科学,4,,,物理,化学,6050,1_3_0359_5_21
614,"9,443",211,哈尔滨工程大学,电子信息工程(中外合作办学),exact_school_major,1,0217,哈尔滨工程大学,64,电子信息工程(中外合作办学),3,,"(与英国阿伯丁大学合作,“3+1”模式,中英文授课,入学不得转专业)",物理,化学,45000,1_3_0217_5_64
614,"9,443",211,哈尔滨工程大学,少数民族预科班,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
614,"9,443",211,天津医科大学,生物医学工程,exact_school_major,1,0062,天津医科大学,2S,生物医学工程,1,,(色盲、色弱考生不予录取),物理,化学,5400,1_3_0062_5_2S
614,"9,443",211,太原理工大学,机械电子工程,exact_school_major,1,0112,太原理工大学,24,机械电子工程,3,,(虎峪校区),物理,化学,5500,1_3_0112_5_24
614,"9,443",211,太原理工大学,数据科学与大数据技术,exact_school_major,1,0112,太原理工大学,2M,数据科学与大数据技术,3,,(明向校区),物理,化学,5500,1_3_0112_5_2M
614,"9,443",211,太原理工大学,机器人工程,exact_school_major,1,0112,太原理工大学,2W,机器人工程,3,,(明向校区),物理,化学,5500,1_3_0112_5_2W
614,"9,443",211,太原理工大学,物联网工程,exact_school_major,1,0112,太原理工大学,5E,物联网工程,4,,(明向校区),物理,化学,5500,1_3_0112_5_5E
614,"9,443",211,太原理工大学,集成电路设计与集成系统(试验班),exact_school_major,1,0112,太原理工大学,5Y,集成电路设计与集成系统(试验班),2,,(明向校区),物理,化学,5500,1_3_0112_5_5Y
614,"9,443",211,安徽大学,智能科学与技术,exact_school_major,1,0357,安徽大学,0V,智能科学与技术,5,,,物理,化学,5400,1_3_0357_5_0V
614,"9,443",211,江南大学,食品营养与健康,exact_school_major,1,0295,江南大学,08,食品营养与健康,2,,,物理,化学,5800,1_3_0295_5_08
614,"9,443",211,江南大学,合成生物学,exact_school_major,1,0295,江南大学,14,合成生物学,2,,,物理,化学,5800,1_3_0295_5_14
614,"9,443",211,江南大学,机械工程,exact_school_major_multiple_plan_rows,2,0295,江南大学,37,机械工程,8,,,物理,化学,5800,1_3_0295_5_37
614,"9,443",211,江南大学,机械工程,exact_school_major_multiple_plan_rows,2,0295,江南大学,AB,机械工程,2,(高校专项计划),"(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",物理,化学,5800,1_3_0295_5_AB
614,"9,443",211,河海大学,水务工程,exact_school_major,1,0294,河海大学,A2,水务工程,2,,"(大一、大三、大四在南京相应校区学习,大二在常州校区学习)",物理,化学,6380,1_3_0294_5_A2
614,"9,443",211,海军军医大学,麻醉学,exact_school_major,1,J017,海军军医大学,AC,麻醉学,2,,"(仅招收普通高中应届毕业生,政治面貌须为共青团员或中共党员,特控线上录取；色盲、色弱、单色不能识别考生不予录取)",物理,化学,5000,1_3_J017_5_AC
614,"9,443",211,西南财经大学,金融工程,exact_school_major,1,0651,西南财经大学,06,金融工程,2,,,物理,无限制,5760,1_3_0651_5_06
614,"9,443",211,郑州大学,自动化类(电气工程及其自动化、自动化),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
614,"9,443",211,长安大学,交通运输,exact_school_major,1,0710,长安大学,31,交通运输,3,,,物理,化学,6600,1_3_0710_5_31
614,"9,443",双非补充,深圳大学,临床医学,exact_school_major,1,0590,深圳大学,C9,临床医学,2,,"(不招色盲、色弱。学费约6960-7656元/学年,以广东省物价部门最新批准数为准)",物理,化学,待定,1_3_0590_5_C9
613,"9,728",985,中国海洋大学,水产养殖学,exact_school_major,1,0423,中国海洋大学,19,水产养殖学,2,,,物理,化学,6600,1_3_0423_5_19
613,"9,728",985,中国海洋大学,国际经济与贸易,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
613,"9,728",985,中央民族大学,经济学类(经济学、财政学、金融学、国际经济与贸易),exact_school_major,1,0052,中央民族大学,22,经济学类(经济学、财政学、金融学、国际经济与贸易),5,,,物理,无限制,5000,1_3_0052_5_22
613,"9,728",985,吉林大学,材料类(少数民族预科班),exact_school_major,1,0183,吉林大学,AC,材料类(少数民族预科班),2,,(含材料科学与工程、无机非金属材料工程、材料成型及控制工程)(一年后分流),物理,化学,5000,1_3_0183_5_AC
613,"9,728",985,西北农林科技大学,农业智能装备工程,exact_school_major,1,0712,西北农林科技大学,09,农业智能装备工程,2,,,物理,化学,6600,1_3_0712_5_09
613,"9,728",211,东华大学,功能材料,exact_school_major,1,0255,东华大学,39,功能材料,4,,(含医疗与健康材料、复合材料与人工智能、新能源与光电材料、半导体与智能材料方向。“双一流”学科),物理,化学,7700,1_3_0255_5_39
613,"9,728",211,中国石油大学(北京),化学工程与工艺,exact_school_major,1,1414,中国石油大学(北京),05,化学工程与工艺,4,,,物理,化学,5500,1_3_1414_5_05
613,"9,728",211,中国石油大学(北京),过程装备与控制工程,exact_school_major,1,1414,中国石油大学(北京),11,过程装备与控制工程,3,,,物理,化学,5200,1_3_1414_5_11
613,"9,728",211,中国石油大学(北京),数学与应用数学,exact_school_major,1,1414,中国石油大学(北京),23,数学与应用数学,3,,,物理,化学,5200,1_3_1414_5_23
613,"9,728",211,中国石油大学(华东),能源与动力工程,exact_school_major,1,0425,中国石油大学(华东),26,能源与动力工程,5,,(入学后可选拔进入碳中和未来班),物理,化学,6600,1_3_0425_5_26
613,"9,728",211,中国矿业大学,机械类(机械工程、智能制造工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
613,"9,728",211,北京中医药大学,中医骨伤科学,exact_school_major,1,0026,北京中医药大学,10,中医骨伤科学,1,,(色盲、色弱及其他各类不能准确识别颜色考生不予录取),物理,化学,5800,1_3_0026_5_10
613,"9,728",211,北京中医药大学,药学,exact_school_major,1,0026,北京中医药大学,15,药学,2,,(色盲、色弱及其他各类不能准确识别颜色考生不予录取),物理,化学,5800,1_3_0026_5_15
613,"9,728",211,北京林业大学,农林经济管理(梁希实验班),exact_school_major,1,0022,北京林业大学,36,农林经济管理(梁希实验班),1,,(北京校区),物理,无限制,5000,1_3_0022_5_36
613,"9,728",211,北京林业大学,大数据管理与应用,exact_school_major,1,0022,北京林业大学,38,大数据管理与应用,2,,"(一二年级在北京校区培养,三年级起在雄安校区培养)",物理,无限制,5000,1_3_0022_5_38
613,"9,728",211,北京林业大学,数学与应用数学,exact_school_major,1,0022,北京林业大学,60,数学与应用数学,2,,"(一二年级在北京校区培养,三年级起在雄安校区培养)",物理,化学,5500,1_3_0022_5_60
613,"9,728",211,合肥工业大学(宣城校区),机械工程,exact_school_major,1,9359,合肥工业大学(宣城校区),01,机械工程,4,,,物理,化学,5500,1_3_9359_5_01
613,"9,728",211,哈尔滨工程大学,机械设计制造及其自动化(中外合作办学),exact_school_major,1,0217,哈尔滨工程大学,62,机械设计制造及其自动化(中外合作办学),8,,"(与英国斯旺西大学合作,“3+1”模式,中英文授课,入学不得转专业)",物理,化学,44300,1_3_0217_5_62
613,"9,728",211,大连海事大学,机械类[机械设计制造及其自动化、船舶与海洋工程、能源与动力工程、救助与打捞工程(海洋智能装备)],exact_school_major_multiple_plan_rows,2,0151,大连海事大学,08,机械类[机械设计制造及其自动化、船舶与海洋工程、能源与动力工程、救助与打捞工程(海洋智能装备)],37,,,物理,化学,5200,1_3_0151_5_08
613,"9,728",211,大连海事大学,机械类[机械设计制造及其自动化、船舶与海洋工程、能源与动力工程、救助与打捞工程(海洋智能装备)],exact_school_major_multiple_plan_rows,2,0151,大连海事大学,AF,机械类[机械设计制造及其自动化、船舶与海洋工程、能源与动力工程、救助与打捞工程(海洋智能装备)],1,(高校专项计划),"(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",物理,化学,5200,1_3_0151_5_AF
613,"9,728",211,太原理工大学,车辆工程,exact_school_major,1,0112,太原理工大学,02,车辆工程,3,,(虎峪校区),物理,化学,5500,1_3_0112_5_02
613,"9,728",211,太原理工大学,能源与动力工程,exact_school_major,1,0112,太原理工大学,0B,能源与动力工程,3,,(明向校区),物理,化学,5500,1_3_0112_5_0B
613,"9,728",211,太原理工大学,网络空间安全,exact_school_major,1,0112,太原理工大学,5F,网络空间安全,3,,(明向校区),物理,化学,5500,1_3_0112_5_5F
613,"9,728",211,安徽大学,机械设计制造及其自动化,exact_school_major,1,0357,安徽大学,0X,机械设计制造及其自动化,3,,,物理,化学,5400,1_3_0357_5_0X
613,"9,728",211,暨南大学,信息与计算科学(中外合作办学),exact_school_major,1,0559,暨南大学,6C,信息与计算科学(中外合作办学),2,,(广州番禺校区),物理,化学,100000,1_3_0559_5_6C
613,"9,728",211,暨南大学,经济学(国际化创新班),exact_school_major,1,0559,暨南大学,6F,经济学(国际化创新班),2,,(广州石牌校区),物理,无限制,6060,1_3_0559_5_6F
613,"9,728",211,武汉理工大学,信息管理与信息系统,exact_school_major,1,0497,武汉理工大学,35,信息管理与信息系统,2,,,物理,化学,5850,1_3_0497_5_35
613,"9,728",211,河海大学,应用物理学,exact_school_major,1,0294,河海大学,H1,应用物理学,2,,"(大一、大三、大四在南京相应校区学习,大二在常州校区学习)",物理,化学,5500,1_3_0294_5_H1
613,"9,728",211,西南交通大学,机械设计制造及其自动化(中外合作办学),exact_school_major,1,0613,西南交通大学,63,机械设计制造及其自动化(中外合作办学),1,,"(西南交通大学与英国利兹大学合作办学,建议小语种考生慎重报考。成都东部国际校区)",物理,化学,100000,1_3_0613_5_63
613,"9,728",211,西南交通大学,计算机科学与技术(中外合作办学),exact_school_major,1,0613,西南交通大学,69,计算机科学与技术(中外合作办学),2,,"(西南交通大学与英国利兹大学合作办学,建议小语种考生慎重报考。成都东部国际校区)",物理,化学,100000,1_3_0613_5_69
613,"9,728",211,郑州大学,人工智能,exact_school_major,1,0459,郑州大学,74,人工智能,9,,,物理,化学,5700,1_3_0459_5_74
612,"10,008",985,东北大学秦皇岛分校,通信工程(中外合作办学),exact_school_major,1,9145,东北大学秦皇岛分校,Z2,通信工程(中外合作办学),11,,"[“3+1”培养模式,国内学费56000元/学年,国外学习阶段学费按照悉尼科技大学当年学费标准(约52290澳元/学年)由悉尼科技大学收取,同时免收国内学费。入学后采用英文教材和英语授课,外语语种为非英语的考生请慎重报考]",物理,化学,56000,1_3_9145_5_Z2
612,"10,008",985,中央民族大学,环境科学与工程类(环境工程、环境科学、化学),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
612,"10,008",985,兰州大学,地理科学类(含基地班)(自然地理与资源环境、人文地理与城乡规划、地理信息科学),exact_school_major,1,0730,兰州大学,93,地理科学类(含基地班)(自然地理与资源环境、人文地理与城乡规划、地理信息科学),3,,(进入基地班须选拔),物理,化学,5800,1_3_0730_5_93
612,"10,008",985,厦门大学,人工智能(厦门大学马来西亚分校招生专业),exact_school_major,1,0384,厦门大学,MJ,人工智能(厦门大学马来西亚分校招生专业),3,,"(学费3.2万林吉特/学年。全英文授课,非英语语种考生慎报,外语单科不低于120分。入学第一学年内获得专业要求的达标英语成绩后开始学位课程学习。办学地点在马来西亚雪邦)",物理,化学,,1_3_0384_5_MJ
612,"10,008",985,吉林大学,预防医学,exact_school_major,1,0183,吉林大学,AU,预防医学,2,,,物理,化学,7080,1_3_0183_5_AU
612,"10,008",985,西北农林科技大学,化学类(应用化学、化学生物学),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
612,"10,008",211,中南财经政法大学,数字经济(拔尖人才实验班),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
612,"10,008",211,中国传媒大学,新闻学(新闻舆论学方向),exact_school_major,1,0033,中国传媒大学,39,新闻学(新闻舆论学方向),2,,,物理,无限制,5000,1_3_0033_5_39
612,"10,008",211,中国石油大学(北京),海洋油气工程,exact_school_major,1,1414,中国石油大学(北京),14,海洋油气工程,4,,,物理,化学,5500,1_3_1414_5_14
612,"10,008",211,中国石油大学(华东),船舶与海洋工程,exact_school_major_multiple_plan_rows,2,0425,中国石油大学(华东),17,船舶与海洋工程,2,,(入学后可选拔进入机械类特色班),物理,化学,6600,1_3_0425_5_17
612,"10,008",211,中国石油大学(华东),船舶与海洋工程,exact_school_major_multiple_plan_rows,2,0425,中国石油大学(华东),AB,船舶与海洋工程,1,(高校专项计划),"(入学后可选拔进入机械类特色班)(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",物理,化学,6600,1_3_0425_5_AB
612,"10,008",211,中国石油大学(华东),储能科学与工程,exact_school_major,1,0425,中国石油大学(华东),29,储能科学与工程,4,,(入学后可选拔进入碳中和未来班),物理,化学,6600,1_3_0425_5_29
612,"10,008",211,中国药科大学,化工与制药类(制药工程、食品营养与健康、环境科学),exact_school_major,1,0316,中国药科大学,14,化工与制药类(制药工程、食品营养与健康、环境科学),1,(高校专项计划),"[不招色盲色弱；高考投档成绩(含政策性加分)需达到特殊类型招生控制分数线之上30分(含)](教育部高校专项计划,只投档符合报考条件的考生)",物理,化学,5800,1_3_0316_5_14
612,"10,008",211,北京交通大学,交通运输(中外合作办学),exact_school_major,1,0004,北京交通大学,25,交通运输(中外合作办学),4,,"(要求无色盲且无单颜色识别不全,合作方荷兰代尔夫特理工大学,4+0模式。大量全英文授课,要求较好的英语基础)",物理,化学,80000,1_3_0004_5_25
612,"10,008",211,北京交通大学,机械电子工程(中外合作办学),exact_school_major,1,0004,北京交通大学,23,机械电子工程(中外合作办学),5,,"(合作方澳大利亚沃隆港大学,3+1模式,第4年在国外。大量全英文授课,要求较好的英语基础)",物理,化学,80000,1_3_0004_5_23
612,"10,008",211,北京化工大学,工科试验班(化工能源与生物医药)(化学工程与工艺、能源化学工程、环境工程、氢能科学与工程、生物工程、生物医学工程、制药工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
612,"10,008",211,北京化工大学,理科试验班(绿色化学)(应用化学、能源化学、资源化学),exact_school_major_multiple_plan_rows,2,0010,北京化工大学,19,理科试验班(绿色化学)(应用化学、能源化学、资源化学),2,,(不招色盲色弱、单色识别异常考生),物理,化学,5000,1_3_0010_5_19
612,"10,008",211,北京化工大学,理科试验班(绿色化学)(应用化学、能源化学、资源化学),exact_school_major_multiple_plan_rows,2,0010,北京化工大学,AB,理科试验班(绿色化学)(应用化学、能源化学、资源化学),1,(高校专项计划),"(特控线上录取)(不招色盲色弱、单色识别异常考生)(教育部高校专项计划,只投档符合报考条件的考生)",物理,化学,5000,1_3_0010_5_AB
612,"10,008",211,北京化工大学,理科试验班(数学、物理电子与管理)(信息管理与信息系统、大数据管理与应用、电子科学与技术、数学与应用数学、信息与计算科学、金融数学、应用物理学),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
612,"10,008",211,北京林业大学,车辆工程,exact_school_major,1,0022,北京林业大学,40,车辆工程,2,,"(一二年级在北京校区培养,三年级起在雄安校区培养)",物理,化学,5500,1_3_0022_5_40
612,"10,008",211,华东理工大学,工商管理类[工商管理(商务分析)、市场营销(大数据营销)、会计学(大数据会计)、财务管理(智能财务)],unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
612,"10,008",211,华中农业大学,机械类(机械设计制造及其自动化、机械电子工程、自动化、机器人工程),exact_school_major,1,0504,华中农业大学,26,机械类(机械设计制造及其自动化、机械电子工程、自动化、机器人工程),3,,,物理,化学,5850,1_3_0504_5_26
612,"10,008",211,华北电力大学(保定),机械工程,exact_school_major,1,0079,华北电力大学(保定),0N,机械工程,5,,,物理,化学,5500,1_3_0079_5_0N
612,"10,008",211,南京农业大学,电子信息类(电子信息科学与技术、自动化),exact_school_major,1,0307,南京农业大学,51,电子信息类(电子信息科学与技术、自动化),4,,,物理,化学,5800,1_3_0307_5_51
612,"10,008",211,南京农业大学,人工智能,exact_school_major,1,0307,南京农业大学,52,人工智能,2,,,物理,化学,5800,1_3_0307_5_52
612,"10,008",211,南昌大学,机械设计制造及其自动化,exact_school_major,1,0403,南昌大学,5E,机械设计制造及其自动化,3,,,物理,化学,5250,1_3_0403_5_5E
612,"10,008",211,南昌大学,软件工程,exact_school_major,1,0403,南昌大学,6F,软件工程,4,,(办学地点：青山湖校区),物理,化学,10000,1_3_0403_5_6F
612,"10,008",211,南昌大学,网络空间安全,exact_school_major,1,0403,南昌大学,70,网络空间安全,3,,(办学地点：青山湖校区),物理,化学,10000,1_3_0403_5_70
612,"10,008",211,大连海事大学,轮机工程(陆上专业),exact_school_major,1,0151,大连海事大学,17,轮机工程(陆上专业),10,,(要求无色盲),物理,化学,5200,1_3_0151_5_17
612,"10,008",211,天津医科大学,智能医学工程,exact_school_major,1,0062,天津医科大学,2R,智能医学工程,2,,(色盲、色弱考生不予录取),物理,化学,5400,1_3_0062_5_2R
612,"10,008",211,太原理工大学,智能测控工程,exact_school_major,1,0112,太原理工大学,5G,智能测控工程,3,,(明向校区),物理,化学,5500,1_3_0112_5_5G
612,"10,008",211,武汉理工大学,工业设计,exact_school_major,1,0497,武汉理工大学,42,工业设计,2,,,物理,化学,4500,1_3_0497_5_42
612,"10,008",211,江南大学,信息与计算科学,exact_school_major,1,0295,江南大学,35,信息与计算科学,4,,,物理,化学,5500,1_3_0295_5_35
612,"10,008",211,江南大学,大数据管理与应用,exact_school_major,1,0295,江南大学,48,大数据管理与应用,3,,(不能准确识别红、黄、绿、兰、紫各种颜色中任何一种颜色的导线、按键、信号灯、几何图形者不予录取),物理,无限制,5200,1_3_0295_5_48
612,"10,008",211,海南大学,计算机科学与技术,exact_school_major,1,0589,海南大学,16,计算机科学与技术,2,,,物理,化学,4600,1_3_0589_5_16
612,"10,008",211,湖南师范大学,计算机科学与技术,exact_school_major,1,0542,湖南师范大学,V1,计算机科学与技术,2,,,物理,化学,6500,1_3_0542_5_V1
612,"10,008",211,福州大学,车辆工程,exact_school_major,1,0386,福州大学,07,车辆工程,3,,(第一学年在福州市铜盘校区培养),物理,化学,5460,1_3_0386_5_07
612,"10,008",211,西北大学,数学类(数学与应用数学、应用统计学),exact_school_major,1,0697,西北大学,34,数学类(数学与应用数学、应用统计学),4,,,物理,化学,6600,1_3_0697_5_34
612,"10,008",211,西南财经大学,金融学类[金融学、金融学(证券与期货方向)、金融学(双语实验班)、信用管理、投资学],unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
612,"10,008",211,郑州大学,信息安全,exact_school_major,1,0459,郑州大学,67,信息安全,4,,,物理,化学,5000,1_3_0459_5_67
612,"10,008",211,长安大学,交通设备与控制工程,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
612,"10,008",211,陕西师范大学,计算机类[计算机科学与技术(创新实验班)、软件工程、人工智能],unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
611,"10,278",985,中国农业大学,水产养殖学,exact_school_major,1,0019,中国农业大学,33,水产养殖学,3,,"(新生到北京报到,集体安排在双清路1号住宿。在北京完成第一年学习后,从第二年起到我校烟台研究院进行教学和实习至毕业。不得转入此类型以外专业)",物理,化学,3000,1_3_0019_5_33
611,"10,278",985,中国海洋大学,勘查技术与工程,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
611,"10,278",985,厦门大学,海洋科学(厦门大学马来西亚分校招生专业),exact_school_major,1,0384,厦门大学,MF,海洋科学(厦门大学马来西亚分校招生专业),2,,"(学费3万林吉特/学年。全英文授课,非英语语种考生慎报,外语单科不低于120分。入学第一学年内获得专业要求的达标英语成绩后开始学位课程学习。办学地点在马来西亚雪邦)",物理,化学,,1_3_0384_5_MF
611,"10,278",985,吉林大学,临床药学,exact_school_major,1,0183,吉林大学,AX,临床药学,4,,,物理,化学,7080,1_3_0183_5_AX
611,"10,278",211,中国传媒大学,传播学(智能与计算传播方向),exact_school_major,1,0033,中国传媒大学,41,传播学(智能与计算传播方向),2,,,物理,无限制,5000,1_3_0033_5_41
611,"10,278",211,中国传媒大学,大数据管理与应用,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
611,"10,278",211,中国地质大学(北京),数学与应用数学,exact_school_major,1,1415,中国地质大学(北京),53,数学与应用数学,4,,"(一年级在北京校区,二年级起在雄安校区)",物理,化学,5500,1_3_1415_5_53
611,"10,278",211,中国石油大学(华东),数学类(数学与应用数学、信息与计算科学),exact_school_major,1,0425,中国石油大学(华东),43,数学类(数学与应用数学、信息与计算科学),3,,(学生分流时可自由选择类内专业；入学后可选拔进入数力拔尖班),物理,化学,6600,1_3_0425_5_43
611,"10,278",211,中国矿业大学(北京),数学类(数学与应用数学、信息与计算科学),exact_school_major,1,1413,中国矿业大学(北京),81,数学类(数学与应用数学、信息与计算科学),4,,,物理,化学,5500,1_3_1413_5_81
611,"10,278",211,北京中医药大学,大数据管理与应用(成思危拔尖人才班),exact_school_major,1,0026,北京中医药大学,19,大数据管理与应用(成思危拔尖人才班),1,,,物理,化学,5000,1_3_0026_5_19
611,"10,278",211,北京交通大学,经济管理试验班(经济学、金融学、物流管理、信息管理与信息系统),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
611,"10,278",211,北京林业大学,统计学,exact_school_major,1,0022,北京林业大学,35,统计学,2,,"(一二年级在北京校区培养,三年级起在雄安校区培养)",物理,化学,5000,1_3_0022_5_35
611,"10,278",211,华北电力大学(保定),能源化学工程,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
611,"10,278",211,华北电力大学(北京),工程管理,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
611,"10,278",211,华北电力大学(北京),会计学,exact_school_major,1,0054,华北电力大学(北京),0Y,会计学,3,,,物理,无限制,5000,1_3_0054_5_0Y
611,"10,278",211,南京师范大学,智能装备与系统,exact_school_major,1,0319,南京师范大学,75,智能装备与系统,2,,,物理,化学,5800,1_3_0319_5_75
611,"10,278",211,合肥工业大学,工程力学,exact_school_major,1,0359,合肥工业大学,10,工程力学,4,,,物理,化学,5500,1_3_0359_5_10
