score_2025,rank_2025,level,source_college,source_major_2025,match_status,match_count,official_college_code,official_college_name,official_major_code,official_major_name_2026,plan_num_2026,major_attr_2026,major_remark_2026,first_subject,reselect_subject,tuition,plan_id
637,"4,398",211,华东理工大学,工科试验班(智能与机器人)(人工智能、机器人工程),exact_school_major,1,0251,华东理工大学,01,工科试验班(智能与机器人)(人工智能、机器人工程),4,,(不招色盲者),物理,化学,7000,1_3_0251_5_01
637,"4,398",211,南京航空航天大学,光电信息科学与工程,exact_school_major,1,0287,南京航空航天大学,2A,光电信息科学与工程,2,,,物理,化学,5800,1_3_0287_5_2A
637,"4,398",211,南京航空航天大学,微电子科学与工程(集成电路设计),exact_school_major,1,0287,南京航空航天大学,2P,微电子科学与工程(集成电路设计),4,,"(一、二年级在常州市天目湖校区就读,三、四年级在南京市将军路校区就读)",物理,化学,5800,1_3_0287_5_2P
637,"4,398",211,对外经济贸易大学,金融工程(大类招生，项目选拔进入，分流时专业任选),exact_school_major,1,0036,对外经济贸易大学,08,"金融工程(大类招生,项目选拔进入,分流时专业任选)",5,,[含：金融工程、金融科技、金融科技(北邮人工智能联合学士学位培养项目)],物理,无限制,5000,1_3_0036_5_08
637,"4,398",211,西南财经大学,数字经济(基础学科拔尖实验班),exact_school_major,1,0651,西南财经大学,01,数字经济(基础学科拔尖实验班),1,,,物理,无限制,5760,1_3_0651_5_01
637,"4,398",211,西南财经大学,金融学(智能金融与区块链金融),exact_school_major,1,0651,西南财经大学,04,金融学(智能金融与区块链金融),1,,,物理,无限制,5760,1_3_0651_5_04
636,"4,544",985,中南大学,能源动力类(能源类)(能源与动力工程、新能源科学与工程、建筑环境与能源应用工程),exact_school_major,1,0533,中南大学,B2,能源动力类(能源类)(能源与动力工程、新能源科学与工程、建筑环境与能源应用工程),5,,,物理,化学,6500,1_3_0533_5_B2
636,"4,544",985,中国农业大学,机械类(机械设计制造及其自动化、车辆工程、工业设计、机械电子工程),exact_school_major,1,0019,中国农业大学,15,机械类(机械设计制造及其自动化、车辆工程、工业设计、机械电子工程),6,,,物理,化学,5000,1_3_0019_5_15
636,"4,544",985,吉林大学,计算机科学与技术,exact_school_major,1,0183,吉林大学,9T,计算机科学与技术,23,,(宜英语语种考生就读),物理,化学,6830,1_3_0183_5_9T
636,"4,544",985,吉林大学,人工智能,exact_school_major,1,0183,吉林大学,BP,人工智能,5,,(宜英语语种考生就读),物理,化学,6830,1_3_0183_5_BP
636,"4,544",985,哈尔滨工业大学,大数据管理与应用(中外合作办学),exact_school_major,1,0213,哈尔滨工业大学,14,大数据管理与应用(中外合作办学),8,,"(该专业是与法国里昂商学院合作。学生入学后不得转专业,“4+0”培养,中英文授课)",物理,无限制,78000,1_3_0213_5_14
636,"4,544",985,四川大学,工科试验班(先进化工与高端装备类)[化学工程与工艺、制药工程、生物工程、化学工程与工艺(互联化工交叉试验班)、过程装备与控制工程],unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
636,"4,544",985,大连理工大学,智能制造工程,exact_school_major,1,0141,大连理工大学,28,智能制造工程,107,,"(含智能制造工程、机械设计制造及其自动化、智能车辆工程、能源与动力工程、电子信息材料、金属材料工程、功能材料、材料成型及控制工程、测控技术与仪器、生物医学工程,学生分流时专业任选。入校后可选拔进入机械日强班、材料中日精英班、机械卓越国合班)",物理,化学,6240,1_3_0141_5_28
636,"4,544",211,上海财经大学,工商管理(双学士学位、工商管理和统计学),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
636,"4,544",211,北京外国语大学,翻译(外交外事高级翻译),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
636,"4,544",211,北京科技大学,纳米材料与技术(前沿材料与未来技术),exact_school_major,1,0008,北京科技大学,05,纳米材料与技术(前沿材料与未来技术),1,,,物理,化学,5000,1_3_0008_5_05
636,"4,544",211,南京航空航天大学,机器人工程,exact_school_major,1,0287,南京航空航天大学,1S,机器人工程,5,,,物理,化学,5800,1_3_0287_5_1S
635,"4,735",985,东北大学,自动化类(自动化、电气工程及其自动化、测控技术与仪器、电子科学与技术、工业智能),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
635,"4,735",985,东北大学,人工智能,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
635,"4,735",985,东北大学,机器人工程,exact_school_major,1,0145,东北大学,AX,机器人工程,15,,"(入学后部分课程采用英文教材和英语授课,外语语种为非英语的考生请慎重报考)",物理,化学,6240,1_3_0145_5_AX
635,"4,735",985,中国农业大学,植物保护,exact_school_major,1,0019,中国农业大学,07,植物保护,3,,,物理,化学,3000,1_3_0019_5_07
635,"4,735",985,中国农业大学,动物医学类(动物医学、中兽医学、兽医公共卫生),exact_school_major,1,0019,中国农业大学,12,动物医学类(动物医学、中兽医学、兽医公共卫生),3,,,物理,化学,3000,1_3_0019_5_12
635,"4,735",985,中国农业大学,食品科学与工程类(食品科学与工程、食品质量与安全、葡萄与葡萄酒工程、食品营养与健康),exact_school_major,1,0019,中国农业大学,13,食品科学与工程类(食品科学与工程、食品质量与安全、葡萄与葡萄酒工程、食品营养与健康),5,,,物理,化学,5000,1_3_0019_5_13
635,"4,735",985,吉林大学,集成电路设计与集成系统,exact_school_major,1,0183,吉林大学,9M,集成电路设计与集成系统,5,,,物理,化学,6210,1_3_0183_5_9M
635,"4,735",985,吉林大学,自动化,exact_school_major,1,0183,吉林大学,9R,自动化,3,,,物理,化学,6830,1_3_0183_5_9R
635,"4,735",985,吉林大学,机器人工程,exact_school_major,1,0183,吉林大学,9S,机器人工程,1,,,物理,化学,6210,1_3_0183_5_9S
635,"4,735",985,吉林大学,物联网工程,exact_school_major,1,0183,吉林大学,9U,物联网工程,4,,(宜英语语种考生就读),物理,化学,6830,1_3_0183_5_9U
635,"4,735",985,大连理工大学,应用化学(张大煜化学国家基础科学拔尖计划班),exact_school_major,1,0141,大连理工大学,15,应用化学(张大煜化学国家基础科学拔尖计划班),15,,(含应用化学+人工智能双学位班。不招色盲、色弱考生),物理,化学,6240,1_3_0141_5_15
635,"4,735",985,大连理工大学,数学类(数学与应用数学、信息与计算科学),exact_school_major,1,0141,大连理工大学,25,数学类(数学与应用数学、信息与计算科学),36,,"(含信息与计算科学+人工智能双学位班、数学与应用数学+人工智能双学位班,上述专业分流任选,可选拔进华罗庚数学拔尖计划班)",物理,化学,6240,1_3_0141_5_25
635,"4,735",985,湖南大学,精算学,exact_school_major,1,0532,湖南大学,06,精算学,2,,,物理,无限制,5500,1_3_0532_5_06
635,"4,735",985,湖南大学,统计学类(统计学、经济统计学),exact_school_major,1,0532,湖南大学,22,统计学类(统计学、经济统计学),4,,"(包含统计学、经济统计学,本专业类内分流任选)",物理,化学,5500,1_3_0532_5_22
635,"4,735",985,湖南大学,智能车辆工程,exact_school_major,1,0532,湖南大学,25,智能车辆工程,5,,"(含智能车辆工程、车辆工程,专业分流时在上述专业内任选)[入校后可选拔进入工科试验班(人工智能类)、能源与动力工程专业(未来能源与动力创新实验班)]",物理,化学,6500,1_3_0532_5_25
635,"4,735",985,电子科技大学(沙河校区),电子信息类(中外合作办学)(海南陵水国际教育创新区)(通信工程、电子信息工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
635,"4,735",985,西北工业大学,探测制导与控制技术(中外合作办学),exact_school_major,1,0699,西北工业大学,63,探测制导与控制技术(中外合作办学),7,,,物理,化学,70000,1_3_0699_5_63
635,"4,735",211,中央财经大学,数学类(数学与应用数学、信息与计算科学),exact_school_major,1,0034,中央财经大学,13,数学类(数学与应用数学、信息与计算科学),2,,,物理,化学,5500,1_3_0034_5_13
635,"4,735",211,对外经济贸易大学,经济学类(分流时专业任选)(国际经济与贸易、财政学、税收学),exact_school_major,1,0036,对外经济贸易大学,02,经济学类(分流时专业任选)(国际经济与贸易、财政学、税收学),3,,,物理,无限制,5000,1_3_0036_5_02
635,"4,735",211,对外经济贸易大学,金融数学,exact_school_major,1,0036,对外经济贸易大学,37,金融数学,4,,,物理,无限制,5000,1_3_0036_5_37
635,"4,735",双非补充,深圳大学,人工智能(IEEE荣誉班),exact_school_major,1,0590,深圳大学,68,人工智能(IEEE荣誉班),2,,,物理,化学,6853,1_3_0590_5_68
634,"4,913",985,东北大学,软件工程(特色班),exact_school_major,1,0145,东北大学,AS,软件工程(特色班),20,,"(入学后部分课程采用英文教材和英语授课,外语语种为非英语的考生请慎重报考。大一、大二学费为5200元/年,大三、大四学费为16000元/年)",物理,化学,16000,1_3_0145_5_AS
634,"4,913",985,中南大学,临床医学类(临床及口腔五年制医学类)[临床医学(五年制)、口腔医学(五年制)、精神医学],unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
634,"4,913",985,中南大学,计算机科学与技术(中外合作办学),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
634,"4,913",985,吉林大学,智能制造工程,exact_school_major,1,0183,吉林大学,92,智能制造工程,2,,,物理,化学,6830,1_3_0183_5_92
634,"4,913",985,吉林大学,车辆工程,exact_school_major,1,0183,吉林大学,95,车辆工程,7,,(含新能源汽车和智能汽车方向),物理,化学,6830,1_3_0183_5_95
634,"4,913",985,吉林大学,通信工程,exact_school_major,1,0183,吉林大学,9N,通信工程,7,,,物理,化学,6830,1_3_0183_5_9N
634,"4,913",985,湖南大学,工程力学(力学实验班),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
634,"4,913",211,北京科技大学,计算机类(计算机科学与技术、信息安全、物联网工程),exact_school_major,1,0008,北京科技大学,16,计算机类(计算机科学与技术、信息安全、物联网工程),9,,"(一、二年级在北京校区,三、四年级在雄安校区)",物理,化学,5000,1_3_0008_5_16
634,"4,913",211,华北电力大学(北京),人工智能,exact_school_major,1,0054,华北电力大学(北京),09,人工智能,1,,,物理,化学,5500,1_3_0054_5_09
634,"4,913",211,南京航空航天大学,航空航天类(飞行器设计与工程、飞行器环境与生命保障工程、飞行器动力工程、飞行器制造工程、航空航天工程、飞行器控制与信息工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
634,"4,913",211,南京航空航天大学,信息与计算科学(信息与计算科学+人工智能双学士学位),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
634,"4,913",211,南京航空航天大学,探测制导与控制技术,exact_school_major,1,0287,南京航空航天大学,1L,探测制导与控制技术,2,,"(一、二年级在常州市天目湖校区就读,三、四年级在南京市将军路校区就读)",物理,化学,6380,1_3_0287_5_1L
634,"4,913",211,南京航空航天大学,物联网工程,exact_school_major,1,0287,南京航空航天大学,2E,物联网工程,2,,"(一、二年级在常州市天目湖校区就读,三、四年级在南京市将军路校区就读)",物理,化学,6380,1_3_0287_5_2E
634,"4,913",211,西南财经大学,会计学(注册会计师专门化方向),exact_school_major,1,0651,西南财经大学,15,会计学(注册会计师专门化方向),2,,,物理,无限制,5760,1_3_0651_5_15
634,"4,913",211,西南财经大学,会计学(双语实验班),exact_school_major,1,0651,西南财经大学,16,会计学(双语实验班),1,,,物理,无限制,8000,1_3_0651_5_16
633,"5,103",985,中国农业大学,园艺,exact_school_major,1,0019,中国农业大学,05,园艺,3,,,物理,化学,3000,1_3_0019_5_05
633,"5,103",985,中国农业大学,农业工程类(农业工程、农业机械化及其自动化、农业智能装备工程),exact_school_major,1,0019,中国农业大学,14,农业工程类(农业工程、农业机械化及其自动化、农业智能装备工程),3,,,物理,化学,5000,1_3_0019_5_14
633,"5,103",985,中国海洋大学,海洋科学(蓝梦拔尖人才实验班),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
633,"5,103",985,北京理工大学,会计学(中外合作办学),exact_school_major,1,0007,北京理工大学,H1,会计学(中外合作办学),2,,,物理,无限制,78000,1_3_0007_5_H1
633,"5,103",985,华东师范大学,新闻学(双学位),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
633,"5,103",985,大连理工大学,临床医学,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
633,"5,103",985,大连理工大学,机械设计制造及其自动化(中外合作办学),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
633,"5,103",985,山东大学,生物科学类(生物科学、生物技术、生态学、生物工程),exact_school_major,1,0422,山东大学,20,生物科学类(生物科学、生物技术、生态学、生物工程),3,,[含童第周、曾呈奎基地班、生命拔尖2.0班(泰山学堂)、王应睐、戴芳澜英才班；不招收色弱、色盲考生],物理,化学,6600,1_3_0422_5_20
633,"5,103",985,山东大学威海分校,电子信息类(智能工程新工科实验班)(计算机科学与技术、电子科学与技术、机器人工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
633,"5,103",985,重庆大学,工科试验班(智慧能源与先进材料)(能源与动力工程、材料科学与工程、碳储科学与工程、新能源科学与工程、储能科学与工程、建筑环境与能源应用工程、材料成型及控制工程、核工程与核技术),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
633,"5,103",211,上海财经大学,工商管理类[工商管理(商务分析)、工商管理(战略与创新创业)、市场营销、人力资源管理],unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
633,"5,103",211,东北师范大学,化学(郑汝骊试验班)(师范),exact_school_major,1,0200,东北师范大学,E4,化学(郑汝骊试验班)(师范),3,(师范类),,物理,化学,6320,1_3_0200_5_E4
633,"5,103",211,北京中医药大学,中医学(卓越5+3一体化),exact_school_major,1,0026,北京中医药大学,06,中医学(卓越5+3一体化),8,,(色盲、色弱及其他各类不能准确识别颜色考生不予录取),物理,化学,5800,1_3_0026_5_06
633,"5,103",211,北京交通大学,自动化类(智能系统与智能制造)(轨道交通信号与控制、自动化、智能装备与系统、机器人工程、智能制造工程、智能车辆工程、测控技术与仪器),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
633,"5,103",211,北京邮电大学,电子信息工程(中外合作办学),exact_school_major,1,0013,北京邮电大学,0T,电子信息工程(中外合作办学),5,,"(一年级在沙河校区,二、三、四年级将根据学校规划安排在沙河校区或西土城路校区。本专业部分课程采用英语授课,建议非英语考生慎重报考)",物理,化学,100000,1_3_0013_5_0T
633,"5,103",211,南京航空航天大学,工程力学(钱伟长班),exact_school_major,1,0287,南京航空航天大学,1B,工程力学(钱伟长班),2,,,物理,化学,6380,1_3_0287_5_1B
633,"5,103",211,南京航空航天大学,智能制造工程,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
633,"5,103",211,南京航空航天大学,无人驾驶航空器系统工程,exact_school_major,1,0287,南京航空航天大学,2H,无人驾驶航空器系统工程,4,,(入学后在天目湖校区就读),物理,化学,6380,1_3_0287_5_2H
633,"5,103",211,哈尔滨工程大学,材料科学与工程(兴海领军),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
633,"5,103",211,对外经济贸易大学,精算学(选拔进入双学士学位项目或实验班),exact_school_major,1,0036,对外经济贸易大学,31,精算学(选拔进入双学士学位项目或实验班),5,,(可参与精算学-劳动与社会保障双学士学位项目或精算与风险管理实验班选拔；国际交流：自愿参与曼彻斯特大学、肯特大学联合培养“2+2”项目选拔),物理,无限制,5500,1_3_0036_5_31
633,"5,103",211,对外经济贸易大学,经济统计学,exact_school_major,1,0036,对外经济贸易大学,38,经济统计学,4,,,物理,无限制,5000,1_3_0036_5_38
632,"5,294",985,东北大学,电子信息类(电子信息工程、通信工程),exact_school_major,1,0145,东北大学,AP,电子信息类(电子信息工程、通信工程),60,,"(入学后部分课程采用英文教材和英语授课,外语语种为非英语的考生请慎重报考)",物理,化学,6240,1_3_0145_5_AP
632,"5,294",985,东北大学,物联网工程,exact_school_major,1,0145,东北大学,AN,物联网工程,27,,"(入学后部分课程采用英文教材和英语授课,外语语种为非英语的考生请慎重报考)",物理,化学,6240,1_3_0145_5_AN
632,"5,294",985,中南大学,交通运输类(交通运输、交通设备与控制工程、轨道交通信号与控制),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
632,"5,294",985,中国农业大学,动物科学,exact_school_major,1,0019,中国农业大学,11,动物科学,2,,,物理,化学,3000,1_3_0019_5_11
632,"5,294",985,中山大学,海洋工程与技术(民族班，只招少数民族考生),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
632,"5,294",985,吉林大学,物理学类(物理学、应用物理学),exact_school_major,1,0183,吉林大学,80,物理学类(物理学、应用物理学),8,,,物理,化学,6320,1_3_0183_5_80
632,"5,294",985,吉林大学,机械工程,exact_school_major,1,0183,吉林大学,89,机械工程,6,,,物理,化学,6830,1_3_0183_5_89
632,"5,294",985,吉林大学,信息工程,exact_school_major,1,0183,吉林大学,9P,信息工程,4,,,物理,化学,6830,1_3_0183_5_9P
632,"5,294",985,四川大学,化学类(化学、应用化学),exact_school_major,1,0610,四川大学,03,化学类(化学、应用化学),7,,,物理,化学,6500,1_3_0610_5_03
632,"5,294",985,四川大学,药学类(药学、临床药学),exact_school_major,1,0610,四川大学,28,药学类(药学、临床药学),6,,,物理,化学,7250,1_3_0610_5_28
632,"5,294",985,大连理工大学,智能建造(新工科拔尖班),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
632,"5,294",985,湖南大学,工业设计,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
632,"5,294",211,东北师范大学,化学(师范),exact_school_major,1,0200,东北师范大学,BD,化学(师范),4,(师范类),,物理,化学,6320,1_3_0200_5_BD
632,"5,294",211,东北师范大学,生物科学(郝水试验班)(师范),exact_school_major,1,0200,东北师范大学,E5,生物科学(郝水试验班)(师范),3,(师范类),,物理,化学,6320,1_3_0200_5_E5
632,"5,294",211,中央财经大学,计算机类(计算机科学与技术、信息安全、数据科学与大数据技术),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
632,"5,294",211,华东理工大学,计算机类(计算机科学与技术、软件工程),exact_school_major,1,0251,华东理工大学,03,计算机类(计算机科学与技术、软件工程),4,,(不招不能准确在显示器上识别红、黄、绿、蓝、紫各颜色中任何一种颜色的数码、字母者),物理,化学,7000,1_3_0251_5_03
632,"5,294",211,南京航空航天大学,应用物理学(应用物理学+电子信息科学与技术双学士学位),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
632,"5,294",211,哈尔滨工程大学,数学与应用数学(双学位试验班),exact_school_major,1,0217,哈尔滨工程大学,51,数学与应用数学(双学位试验班),4,,,物理,化学,4000,1_3_0217_5_51
632,"5,294",211,天津医科大学,临床医学,exact_school_major,1,0062,天津医科大学,2K,临床医学,3,,(色盲、色弱考生不予录取),物理,地理,5800,1_3_0062_5_2K
632,"5,294",211,苏州大学,电子信息工程,exact_school_major,1,0285,苏州大学,20,电子信息工程,3,,,物理,化学,6380,1_3_0285_5_20
631,"5,474",985,中国农业大学,数学与应用数学,exact_school_major,1,0019,中国农业大学,20,数学与应用数学,3,,,物理,化学,5000,1_3_0019_5_20
631,"5,474",985,中国农业大学,地理科学类(地理信息科学、土地资源管理),exact_school_major_multiple_plan_rows,2,0019,中国农业大学,29,地理科学类(地理信息科学、土地资源管理),2,,,物理,化学,5000,1_3_0019_5_29
631,"5,474",985,中国农业大学,地理科学类(地理信息科学、土地资源管理),exact_school_major_multiple_plan_rows,2,0019,中国农业大学,AC,地理科学类(地理信息科学、土地资源管理),1,(高校专项计划),"(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",物理,化学,5000,1_3_0019_5_AC
631,"5,474",985,吉林大学,英语,exact_school_major,1,0183,吉林大学,15,英语,2,,(招收英语考生),物理,无限制,5810,1_3_0183_5_15
631,"5,474",985,吉林大学,电子信息类(电子科学与技术、微电子科学与工程、电子信息科学与技术),exact_school_major,1,0183,吉林大学,9K,电子信息类(电子科学与技术、微电子科学与工程、电子信息科学与技术),38,,,物理,化学,6830,1_3_0183_5_9K
631,"5,474",985,吉林大学,数据科学与大数据技术,exact_school_major,1,0183,吉林大学,9Y,数据科学与大数据技术,8,,(宜英语语种考生就读。第3、4年学费共28000元),物理,化学,6830,1_3_0183_5_9Y
631,"5,474",985,吉林大学,新能源科学与工程,exact_school_major,1,0183,吉林大学,AM,新能源科学与工程,1,,,物理,化学,6210,1_3_0183_5_AM
631,"5,474",985,吉林大学,仪器类(测控技术与仪器、智能感知工程),exact_school_major,1,0183,吉林大学,AP,仪器类(测控技术与仪器、智能感知工程),8,,,物理,化学,6210,1_3_0183_5_AP
631,"5,474",985,四川大学,工科试验班(清洁能源与智慧建造)(水利科学与工程、城市地下空间工程、能源与动力工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
631,"5,474",211,北京中医药大学,中医学(卓越中医儿科班5+3一体化),exact_school_major,1,0026,北京中医药大学,07,中医学(卓越中医儿科班5+3一体化),1,,(色盲、色弱及其他各类不能准确识别颜色考生不予录取),物理,化学,5800,1_3_0026_5_07
631,"5,474",211,北京科技大学,工科试验班类(卓越工程人才)(材料科学与工程、机械工程、自动化、能源与动力工程、碳中和科学与工程、智能采矿工程、冶金工程、智能建造),exact_school_major,1,0008,北京科技大学,03,工科试验班类(卓越工程人才)(材料科学与工程、机械工程、自动化、能源与动力工程、碳中和科学与工程、智能采矿工程、冶金工程、智能建造),8,,"(特殊班型,特殊培养政策详见学校本科招生网)",物理,化学,5000,1_3_0008_5_03
631,"5,474",211,北京科技大学,人工智能,exact_school_major,1,0008,北京科技大学,07,人工智能,5,,,物理,化学,5000,1_3_0008_5_07
631,"5,474",211,北京科技大学,通信工程,exact_school_major,1,0008,北京科技大学,17,通信工程,3,,"(一、二年级在北京校区,三、四年级在雄安校区)",物理,化学,5000,1_3_0008_5_17
631,"5,474",211,华北电力大学(北京),氢能科学与工程,exact_school_major,1,0054,华北电力大学(北京),0J,氢能科学与工程,2,,,物理,化学,5500,1_3_0054_5_0J
631,"5,474",211,南京理工大学,计算机类(计算机科学与技术、软件工程、智能科学与技术),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
631,"5,474",211,南京理工大学,光电信息科学与工程(理学学士学位),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
631,"5,474",211,南京航空航天大学,能源与动力工程,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
631,"5,474",211,南京航空航天大学,机械工程,exact_school_major,1,0287,南京航空航天大学,1Q,机械工程,2,,,物理,化学,6380,1_3_0287_5_1Q
631,"5,474",211,南京航空航天大学,飞行器适航技术,exact_school_major,1,0287,南京航空航天大学,1Z,飞行器适航技术,2,,"(一、二年级在常州市天目湖校区就读,三、四年级在南京市将军路校区就读)",物理,化学,5800,1_3_0287_5_1Z
631,"5,474",211,对外经济贸易大学,数据科学与大数据技术(大类招生，项目选拔进入，分流时专业任选),exact_school_major,1,0036,对外经济贸易大学,27,"数据科学与大数据技术(大类招生,项目选拔进入,分流时专业任选)",5,,[含：数据科学与大数据技术、法学-数据科学与大数据技术双学士学位项目、保险学-数据科学与大数据技术双学士学位项目、智能科学与技术、人工智能(项目制培养)],物理,化学,5500,1_3_0036_5_27
631,"5,474",211,苏州大学,计算机科学与技术,exact_school_major,1,0285,苏州大学,1Z,计算机科学与技术,3,,,物理,化学,6380,1_3_0285_5_1Z
631,"5,474",211,西南交通大学,计算机类(计算机科学与技术、软件工程),exact_school_major,1,0613,西南交通大学,10,计算机类(计算机科学与技术、软件工程),4,,,物理,化学,6240,1_3_0613_5_10
631,"5,474",双非补充,深圳大学,金融科技,exact_school_major,1,0590,深圳大学,B2,金融科技,1,,"(学费约5510-6061元/学年,以广东省物价部门最新批准数为准)",物理,无限制,待定,1_3_0590_5_B2
630,"5,670",985,东北大学,智能制造工程,exact_school_major,1,0145,东北大学,AK,智能制造工程,40,,,物理,化学,6240,1_3_0145_5_AK
630,"5,670",985,东北大学,能源与动力工程,exact_school_major_multiple_plan_rows,2,0145,东北大学,AF,能源与动力工程,5,,,物理,化学,6240,1_3_0145_5_AF
630,"5,670",985,东北大学,能源与动力工程,exact_school_major_multiple_plan_rows,2,0145,东北大学,DF,能源与动力工程,1,(高校专项计划),"(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",物理,化学,6240,1_3_0145_5_DF
630,"5,670",985,中南大学,材料类(冶金材料类)(材料科学与工程、粉体材料科学与工程、冶金工程、新能源材料与器件),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
630,"5,670",985,中国农业大学,环境科学与工程类(应用气象学、生态学、资源环境科学、环境工程),exact_school_major_multiple_plan_rows,2,0019,中国农业大学,09,环境科学与工程类(应用气象学、生态学、资源环境科学、环境工程),2,,,物理,化学,5000,1_3_0019_5_09
630,"5,670",985,中国农业大学,环境科学与工程类(应用气象学、生态学、资源环境科学、环境工程),exact_school_major_multiple_plan_rows,2,0019,中国农业大学,AB,环境科学与工程类(应用气象学、生态学、资源环境科学、环境工程),1,(高校专项计划),"(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",物理,化学,5000,1_3_0019_5_AB
630,"5,670",985,中国农业大学,水利类(农业水利工程、水利水电工程、能源与动力工程、农业建筑环境与能源工程、土木工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
630,"5,670",985,中国海洋大学,计算机类(计算机科学与技术、智能科学与技术、数据科学与大数据技术、网络空间安全、软件工程、保密技术),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
630,"5,670",985,吉林大学,空间信息与数字技术,exact_school_major,1,0183,吉林大学,9Q,空间信息与数字技术,3,,,物理,化学,6830,1_3_0183_5_9Q
630,"5,670",985,吉林大学,生物医学科学(白求恩班),exact_school_major,1,0183,吉林大学,AR,生物医学科学(白求恩班),1,,,物理,化学,6440,1_3_0183_5_AR
630,"5,670",985,山东大学,材料类(先进材料与智慧成型方向)(材料科学与工程、材料成型及控制工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
630,"5,670",985,山东大学威海分校,数学类(数学与应用数学、信息与计算科学、统计学),exact_school_major,1,9422,山东大学威海分校,0B,数学类(数学与应用数学、信息与计算科学、统计学),5,,,物理,化学,6600,1_3_9422_5_0B
630,"5,670",985,湖南大学,法学,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
630,"5,670",211,中国传媒大学,数字媒体技术(游戏科学与技术方向),exact_school_major,1,0033,中国传媒大学,54,数字媒体技术(游戏科学与技术方向),2,,,物理,化学,5500,1_3_0033_5_54
630,"5,670",211,北京中医药大学,中药学(时珍国药班),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
630,"5,670",211,北京交通大学,交通运输类[交通运输(铁道运输)、交通运输(城市轨道交通)、交通运输(高铁运营管理)、交通运输(民航运输)、交通工程、智能运输工程、物流工程、电子商务],unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
630,"5,670",211,华北电力大学(北京),自动化,exact_school_major_multiple_plan_rows,2,0054,华北电力大学(北京),08,自动化,5,,,物理,化学,5500,1_3_0054_5_08
630,"5,670",211,华北电力大学(北京),自动化,exact_school_major_multiple_plan_rows,2,0054,华北电力大学(北京),AC,自动化,1,(高校专项计划),"(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",物理,化学,5500,1_3_0054_5_AC
630,"5,670",211,南京理工大学,电子信息类(电子科学与技术、电子信息工程、光电信息科学与工程、通信工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
630,"5,670",211,南京航空航天大学,储能科学与工程,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
