批次代码,批次名称,院校代号,院校国标代码,院校名称,院校省份,办学性质,专业代号,专业国标代码,专业名称,专业属性,计划数,首选科目代码,首选科目,再选科目代码,再选科目,学制,学费,专业备注,计划ID
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,11,050305,编辑出版学,,10,04,物理,K,无限制,四年,4800,,1_3_0140_5_11
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,12,0201,经济学类(经济学、国民经济管理),,61,04,物理,K,无限制,四年,5980,,1_3_0140_5_12
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,15,020102,经济统计学,,66,04,物理,K,无限制,四年,5200,,1_3_0140_5_15
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,16,020201,财政学,,34,04,物理,K,无限制,四年,5200,,1_3_0140_5_16
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,17,0203,金融学类(金融学、保险学),,106,04,物理,K,无限制,四年,5980,,1_3_0140_5_17
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,20,020401,国际经济与贸易,,41,04,物理,K,无限制,四年,5980,,1_3_0140_5_20
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,21,030202,国际政治,,5,04,物理,C,C,四年,4800,,1_3_0140_5_21
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,22,050209,朝鲜语,,6,04,物理,K,无限制,四年,5200,,1_3_0140_5_22
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,23,020109,数字经济,,79,04,物理,K,无限制,四年,5200,,1_3_0140_5_23
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,24,120103,工程管理,,29,04,物理,K,无限制,四年,5200,,1_3_0140_5_24
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,25,1202,工商管理类(工商管理、人力资源管理、市场营销),,55,04,物理,K,无限制,四年,5980,,1_3_0140_5_25
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,29,120203,会计学,,36,04,物理,K,无限制,四年,5980,,1_3_0140_5_29
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,30,120207,审计学,,54,04,物理,K,无限制,四年,5200,,1_3_0140_5_30
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,31,030101,法学,,50,04,物理,K,无限制,四年,5520,,1_3_0140_5_31
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,32,030105,国际经贸规则,,6,04,物理,K,无限制,四年,4800,,1_3_0140_5_32
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,33,050201,英语,,10,04,物理,K,无限制,四年,5980,(只招外语语种为英语考生),1_3_0140_5_33
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,34,050202,俄语,,5,04,物理,K,无限制,四年,5200,,1_3_0140_5_34
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,35,050203,德语,,5,04,物理,K,无限制,四年,5200,,1_3_0140_5_35
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,36,050204,法语,,5,04,物理,K,无限制,四年,5200,,1_3_0140_5_36
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,37,050207,日语,,13,04,物理,K,无限制,四年,5200,,1_3_0140_5_37
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,38,130305,广播电视编导,,20,04,物理,K,无限制,四年,10000,"(艺术类专业,授予艺术学学士学位)",1_3_0140_5_38
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,48,130304,戏剧影视文学,,7,04,物理,K,无限制,四年,10000,"(艺术类专业,授予艺术学学士学位)",1_3_0140_5_48
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,49,050103,汉语国际教育,,6,04,物理,K,无限制,四年,4800,,1_3_0140_5_49
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,50,070101,数学与应用数学,,74,04,物理,A,化学,四年,5200,,1_3_0140_5_50
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,51,080717,人工智能,,46,04,物理,A,化学,四年,5200,,1_3_0140_5_51
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,52,070201,物理学,,20,04,物理,A,化学,四年,5200,,1_3_0140_5_52
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,53,080301,测控技术与仪器,,70,04,物理,A,化学,四年,5980,,1_3_0140_5_53
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,54,080704,微电子科学与工程,,88,04,物理,A,化学,四年,5200,,1_3_0140_5_54
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,55,080803,机器人工程,,18,04,物理,A,化学,四年,5200,,1_3_0140_5_55
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,56,0703,化学类(化学、应用化学),,107,04,物理,A,化学,四年,5200,"[考生身体健康状况须适应实验工作需要,色觉异常(俗称色盲、色弱)考生谨慎报考]",1_3_0140_5_56
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,59,081302,制药工程,,71,04,物理,A,化学,四年,5200,"[考生身体健康状况须适应实验工作需要,色觉异常(俗称色盲、色弱)考生谨慎报考]",1_3_0140_5_59
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,60,071002,生物技术,,83,04,物理,A,化学,四年,5980,"[考生身体健康状况须适应实验工作需要,色觉异常(俗称色盲、色弱)考生谨慎报考]",1_3_0140_5_60
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,61,071003,生物信息学,,25,04,物理,A,化学,四年,5200,"[考生身体健康状况须适应实验工作需要,色觉异常(俗称色盲、色弱)考生谨慎报考]",1_3_0140_5_61
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,62,080102,工程力学,,62,04,物理,A,化学,四年,5200,,1_3_0140_5_62
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,63,082502,环境工程,,41,04,物理,A,化学,四年,5200,"[考生身体健康状况须适应实验工作需要,色觉异常(俗称色盲、色弱)考生谨慎报考]",1_3_0140_5_63
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,64,082504,环境生态工程,,27,04,物理,A,化学,四年,5200,"[考生身体健康状况须适应实验工作需要,色觉异常(俗称色盲、色弱)考生谨慎报考]",1_3_0140_5_64
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,65,080703,通信工程,,49,04,物理,A,化学,四年,5200,,1_3_0140_5_65
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,66,080714,电子信息科学与技术,,62,04,物理,A,化学,四年,5200,,1_3_0140_5_66
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,67,080901,计算机科学与技术,,89,04,物理,A,化学,四年,5980,,1_3_0140_5_67
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,68,080910,数据科学与大数据技术,,46,04,物理,A,化学,四年,5980,,1_3_0140_5_68
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,69,080911,网络空间安全,,38,04,物理,A,化学,四年,5200,,1_3_0140_5_69
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,70,080406,无机非金属材料工程,,34,04,物理,A,化学,四年,5200,"[考生身体健康状况须适应实验工作需要,色觉异常(俗称色盲、色弱)考生谨慎报考]",1_3_0140_5_70
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,71,080601,电气工程及其自动化,,98,04,物理,A,化学,四年,5980,,1_3_0140_5_71
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,72,082701,食品科学与工程,,46,04,物理,A,化学,四年,5200,"[考生身体健康状况须适应实验工作需要,色觉异常(俗称色盲、色弱)考生谨慎报考]",1_3_0140_5_72
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,73,120203H,会计学(中外合作办学)(新华国际商学院),,121,04,物理,K,无限制,四年,50000,"(外方合作学校为英国德蒙福特大学,为英语教学,考生应具备良好的听说读写能力。非英语语种考生慎报)",1_3_0140_5_73
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,74,120202H,市场营销(中外合作办学)(新华国际商学院),,20,04,物理,K,无限制,四年,50000,"(外方合作学校为英国德蒙福特大学,为英语教学,考生应具备良好的听说读写能力。非英语语种考生慎报)",1_3_0140_5_74
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,75,120201H,工商管理(中外合作办学)(新华国际商学院),,40,04,物理,K,无限制,四年,50000,"(外方合作学校为英国德蒙福特大学,为英语教学,考生应具备良好的听说读写能力。非英语语种考生慎报)",1_3_0140_5_75
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,76,120203H,会计学(中外合作办学)(亚澳商学院),,175,04,物理,K,无限制,四年,50000,"(外方合作学校为澳大利亚维多利亚大学,为英语教学,考生应具备良好的听说读写能力。非英语语种考生慎报)",1_3_0140_5_76
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,77,020301H,金融学(中外合作办学)(亚澳商学院),,140,04,物理,K,无限制,四年,50000,"(外方合作学校为澳大利亚维多利亚大学,为英语教学,考生应具备良好的听说读写能力。非英语语种考生慎报)",1_3_0140_5_77
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,78,120205H,国际商务(中外合作办学)(亚澳商学院),,12,04,物理,K,无限制,四年,50000,"(外方合作学校为澳大利亚维多利亚大学,为英语教学,考生应具备良好的听说读写能力。非英语语种考生慎报)",1_3_0140_5_78
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,80,050201,英语(辽阳武圣校区),,17,04,物理,K,无限制,四年,5980,(只招外语语种为英语考生),1_3_0140_5_80
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,81,050202,俄语(辽阳武圣校区),,9,04,物理,K,无限制,四年,5200,,1_3_0140_5_81
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,82,050207,日语(辽阳武圣校区),,22,04,物理,K,无限制,四年,5200,,1_3_0140_5_82
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,83,050261,翻译(辽阳武圣校区),,45,04,物理,K,无限制,四年,5200,(只招外语语种为英语考生),1_3_0140_5_83
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,84,050262,商务英语(辽阳武圣校区),,50,04,物理,K,无限制,四年,5200,(只招外语语种为英语考生),1_3_0140_5_84
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,85,030108,纪检监察,,34,04,物理,K,无限制,四年,5520,,1_3_0140_5_85
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,AB,120103,工程管理,(地方专项计划),10,04,物理,K,无限制,四年,5200,"(辽宁省高校专项计划,只投档符合报考条件的考生)",1_3_0140_5_AB
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,AC,030101,法学,(地方专项计划),6,04,物理,K,无限制,四年,5520,"(辽宁省高校专项计划,只投档符合报考条件的考生)",1_3_0140_5_AC
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,AD,080301,测控技术与仪器,(地方专项计划),6,04,物理,A,化学,四年,5980,"(辽宁省高校专项计划,只投档符合报考条件的考生)",1_3_0140_5_AD
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,AE,0703,化学类(化学、应用化学),(地方专项计划),6,04,物理,A,化学,四年,5200,"[考生身体健康状况须适应实验工作需要,色觉异常(俗称色盲、色弱)考生谨慎报考](辽宁省高校专项计划,只投档符合报考条件的考生)",1_3_0140_5_AE
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,AF,081302,制药工程,(地方专项计划),6,04,物理,A,化学,四年,5200,"[考生身体健康状况须适应实验工作需要,色觉异常(俗称色盲、色弱)考生谨慎报考](辽宁省高校专项计划,只投档符合报考条件的考生)",1_3_0140_5_AF
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,AG,080901,计算机科学与技术,(地方专项计划),4,04,物理,A,化学,四年,5980,"(辽宁省高校专项计划,只投档符合报考条件的考生)",1_3_0140_5_AG
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,AH,080910,数据科学与大数据技术,(地方专项计划),4,04,物理,A,化学,四年,5980,"(辽宁省高校专项计划,只投档符合报考条件的考生)",1_3_0140_5_AH
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,AJ,080406,无机非金属材料工程,(地方专项计划),6,04,物理,A,化学,四年,5200,"[考生身体健康状况须适应实验工作需要,色觉异常(俗称色盲、色弱)考生谨慎报考](辽宁省高校专项计划,只投档符合报考条件的考生)",1_3_0140_5_AJ
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,AK,080601,电气工程及其自动化,(地方专项计划),5,04,物理,A,化学,四年,5980,"(辽宁省高校专项计划,只投档符合报考条件的考生)",1_3_0140_5_AK
3,普通类本科批,0141,10141,大连理工大学,辽宁,公办,01,080717,人工智能(新工科大师班),,2,04,物理,A,化学,四年,6240,"(一生一策导师制培养,全校理工类专业任选,按所选专业收学费)",1_3_0141_5_01
3,普通类本科批,0141,10141,大连理工大学,辽宁,公办,03,0807,电子信息类(创新班)(电子信息工程、计算机科学与技术、未来机器人、人工智能、自动化、电气工程及其自动化、光电信息科学与工程、生物医学工程),,2,04,物理,A,化学,四年,6240,(本专业类内分流任选。计算机科学与技术入选教育部“101计划”),1_3_0141_5_03
3,普通类本科批,0141,10141,大连理工大学,辽宁,公办,04,080213,智能制造工程(创新班),,2,04,物理,A,化学,四年,6240,"(含智能制造工程、机械设计制造及其自动化、智能车辆工程、测控技术与仪器,上述四个专业分流任选)",1_3_0141_5_04
3,普通类本科批,0141,10141,大连理工大学,辽宁,公办,05,080717,人工智能(未来卓越班),,25,04,物理,A,化学,四年,6240,"(全校理工类专业任选,按所选专业收学费)",1_3_0141_5_05
3,普通类本科批,0141,10141,大连理工大学,辽宁,公办,06,080102,工程力学(力学工科基础拔尖计划班),,5,04,物理,A,化学,四年,6240,,1_3_0141_5_06
3,普通类本科批,0141,10141,大连理工大学,辽宁,公办,07,0701,数学类(华罗庚数学国家基础学科拔尖计划班)(信息与计算科学、数学与应用数学),,13,04,物理,A,化学,四年,6240,(本专业类内分流任选),1_3_0141_5_07
3,普通类本科批,0141,10141,大连理工大学,辽宁,公办,08,082002,飞行器设计与工程(创新班),,9,04,物理,A,化学,四年,6240,"[含飞行器设计与工程(创新班)、低空技术与工程(创新班),上述两个专业分流任选]",1_3_0141_5_08
3,普通类本科批,0141,10141,大连理工大学,辽宁,公办,09,080102,工程力学(创新班),,16,04,物理,A,化学,四年,6240,"[含工程力学(钱令希力学创新班)、工程力学(智算力学创新班),上述两个专业分流任选]",1_3_0141_5_09
3,普通类本科批,0141,10141,大连理工大学,辽宁,公办,10,080902,软件工程(创新班),,11,04,物理,A,化学,四年,16000,(就读大连开发区校区。软件工程专业前两年学费5200元/年),1_3_0141_5_10
3,普通类本科批,0141,10141,大连理工大学,辽宁,公办,11,080501,能源与动力工程(创新班),,25,04,物理,A,化学,四年,6240,,1_3_0141_5_11
3,普通类本科批,0141,10141,大连理工大学,辽宁,公办,12,0804,材料类(新工科拔尖班)(电子信息材料、金属材料工程、功能材料、材料成型及控制工程),,17,04,物理,A,化学,四年,6240,(本专业类内分流任选。入校后可选拔进入材料中日精英班),1_3_0141_5_12
3,普通类本科批,0141,10141,大连理工大学,辽宁,公办,13,120108,大数据管理与应用(新工科拔尖班),,20,04,物理,K,无限制,四年,6240,"(含大数据管理与应用、信息管理与信息系统、金融科技,上述三个专业分流任选)",1_3_0141_5_13
3,普通类本科批,0141,10141,大连理工大学,辽宁,公办,14,0807,电子信息类(电子信息工程、计算机科学与技术、未来机器人、自动化、电气工程及其自动化、光电信息科学与工程、生物医学工程),,140,04,物理,A,化学,四年,6240,(本专业类内分流任选),1_3_0141_5_14
